condition,participant,seed,split,class_id,support,precision,recall,f1
A0,A,42,test_all,13,42,1.0,0.9761904761904762,0.9879518072289156
A0,A,42,test_all,14,24,0.6666666666666666,0.3333333333333333,0.4444444444444444
A0,A,42,test_all,15,6,1.0,0.6666666666666666,0.8
A0,A,42,test_all,16,21,0.84,1.0,0.9130434782608696
A0,A,42,test_all,17,5,0.7142857142857143,1.0,0.8333333333333333
A0,A,42,test_all,18,24,0.6285714285714286,0.9166666666666666,0.7457627118644068
A0,A,42,test_all,19,6,1.0,1.0,1.0
A0,A,42,test_all,20,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
A0,A,42,test_all,21,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
A0,A,42,test_all,22,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
A0,A,42,test_all,23,5,1.0,0.6,0.7499999999999999
A0,A,42,test_all,24,6,0.8571428571428571,1.0,0.923076923076923
A0,A,42,test_all,25,6,0.7142857142857143,0.8333333333333334,0.7692307692307692
A0,A,42,test_all,26,6,0.7142857142857143,0.8333333333333334,0.7692307692307692
A0,A,42,test_all,27,6,0.8,0.6666666666666666,0.7272727272727272
A0,A,42,test_all,28,6,0.75,1.0,0.8571428571428571
A0,A,42,test_all,29,6,1.0,0.8333333333333334,0.9090909090909091
A0,A,42,test_all,30,6,0.8,0.6666666666666666,0.7272727272727272
A0,A,42,test_normal,0,4,1.0,1.0,1.0
A0,A,42,test_normal,1,30,0.9354838709677419,0.9666666666666667,0.9508196721311476
A0,A,42,test_normal,2,15,1.0,1.0,1.0
A0,A,42,test_normal,3,15,1.0,1.0,1.0
A0,A,42,test_normal,4,4,1.0,0.75,0.8571428571428571
A0,A,42,test_normal,5,4,1.0,1.0,1.0
A0,A,42,test_normal,6,4,0.8,1.0,0.888888888888889
A0,A,42,test_normal,7,30,0.9333333333333333,0.9333333333333333,0.9333333333333333
A0,A,42,test_normal,8,30,1.0,0.9333333333333333,0.9655172413793104
A0,A,42,test_normal,9,4,1.0,0.75,0.8571428571428571
A0,A,42,test_normal,10,15,0.9375,1.0,0.967741935483871
A0,A,42,test_normal,11,4,0.8,1.0,0.888888888888889
A0,A,42,test_normal,12,4,1.0,1.0,1.0
A0,A,42,test_normal,13,30,1.0,0.9666666666666667,0.983050847457627
A0,A,42,test_normal,14,15,0.8,0.5333333333333333,0.64
A0,A,42,test_normal,15,4,1.0,0.75,0.8571428571428571
A0,A,42,test_normal,16,15,0.8823529411764706,1.0,0.9375
A0,A,42,test_normal,17,4,0.8,1.0,0.888888888888889
A0,A,42,test_normal,18,15,0.7368421052631579,0.9333333333333333,0.8235294117647058
A0,A,42,test_normal,19,4,1.0,1.0,1.0
A0,A,42,test_normal,20,4,0.8,1.0,0.888888888888889
A0,A,42,test_normal,21,4,0.75,0.75,0.75
A0,A,42,test_normal,22,4,0.8,1.0,0.888888888888889
A0,A,42,test_normal,23,4,1.0,0.75,0.8571428571428571
A0,A,42,test_normal,24,4,0.8,1.0,0.888888888888889
A0,A,42,test_normal,25,4,1.0,0.75,0.8571428571428571
A0,A,42,test_normal,26,4,0.6,0.75,0.6666666666666665
A0,A,42,test_normal,27,4,1.0,0.75,0.8571428571428571
A0,A,42,test_normal,28,4,0.8,1.0,0.888888888888889
A0,A,42,test_normal,29,4,1.0,0.75,0.8571428571428571
A0,A,42,test_normal,30,4,0.6666666666666666,0.5,0.5714285714285715
A0,A,42,test_fault,0,2,1.0,1.0,1.0
A0,A,42,test_fault,1,12,1.0,0.9166666666666666,0.9565217391304348
A0,A,42,test_fault,2,9,1.0,1.0,1.0
A0,A,42,test_fault,3,2,1.0,1.0,1.0
A0,A,42,test_fault,4,1,0.0,0.0,0.0
A0,A,42,test_fault,5,2,1.0,1.0,1.0
A0,A,42,test_fault,6,2,0.6666666666666666,1.0,0.8
A0,A,42,test_fault,7,15,0.7777777777777778,0.9333333333333333,0.8484848484848485
A0,A,42,test_fault,8,15,1.0,0.6666666666666666,0.8
A0,A,42,test_fault,9,2,1.0,1.0,1.0
A0,A,42,test_fault,10,9,0.8888888888888888,0.8888888888888888,0.8888888888888888
A0,A,42,test_fault,11,2,0.6666666666666666,1.0,0.8
A0,A,42,test_fault,12,2,1.0,1.0,1.0
A0,A,42,test_fault,13,12,1.0,1.0,1.0
A0,A,42,test_fault,14,9,0.0,0.0,0.0
A0,A,42,test_fault,15,2,1.0,0.5,0.6666666666666666
A0,A,42,test_fault,16,6,0.75,1.0,0.8571428571428571
A0,A,42,test_fault,17,1,0.5,1.0,0.6666666666666666
A0,A,42,test_fault,18,9,0.5,0.8888888888888888,0.64
A0,A,42,test_fault,19,2,1.0,1.0,1.0
A0,A,42,test_fault,20,2,1.0,0.5,0.6666666666666666
A0,A,42,test_fault,21,2,1.0,1.0,1.0
A0,A,42,test_fault,22,2,1.0,0.5,0.6666666666666666
A0,A,42,test_fault,23,1,0.0,0.0,0.0
A0,A,42,test_fault,24,2,1.0,1.0,1.0
A0,A,42,test_fault,25,2,0.5,1.0,0.6666666666666666
A0,A,42,test_fault,26,2,1.0,1.0,1.0
A0,A,42,test_fault,27,2,0.5,0.5,0.5
A0,A,42,test_fault,28,2,0.6666666666666666,1.0,0.8
A0,A,42,test_fault,29,2,1.0,1.0,1.0
A0,A,42,test_fault,30,2,1.0,1.0,1.0
A0,D,1,test_all,0,6,1.0,0.8333333333333334,0.9090909090909091
A0,D,1,test_all,1,48,0.8867924528301887,0.9791666666666666,0.9306930693069307
A0,D,1,test_all,2,25,1.0,1.0,1.0
A0,D,1,test_all,3,22,0.8461538461538461,1.0,0.9166666666666666
A0,D,1,test_all,4,5,1.0,0.6,0.7499999999999999
A0,D,1,test_all,5,5,1.0,1.0,1.0
A0,D,1,test_all,6,6,1.0,0.6666666666666666,0.8
A0,D,1,test_all,7,49,0.9411764705882353,0.9795918367346939,0.96
A0,D,1,test_all,8,49,0.9423076923076923,1.0,0.9702970297029703
A0,D,1,test_all,9,6,1.0,0.5,0.6666666666666666
A0,D,1,test_all,10,25,1.0,1.0,1.0
A0,D,1,test_all,11,6,0.75,1.0,0.8571428571428571
A0,D,1,test_all,12,6,1.0,0.8333333333333334,0.9090909090909091
A0,D,1,test_all,13,48,0.9782608695652174,0.9375,0.9574468085106383
A0,D,1,test_all,14,25,0.8928571428571429,1.0,0.9433962264150945
A0,D,1,test_all,15,6,1.0,1.0,1.0
A0,D,1,test_all,16,24,1.0,0.375,0.5454545454545454
A0,D,1,test_all,17,5,0.8333333333333334,1.0,0.9090909090909091
A0,D,1,test_all,18,25,0.9230769230769231,0.96,0.9411764705882353
A0,D,1,test_all,19,6,0.8571428571428571,1.0,0.923076923076923
A0,D,1,test_all,20,5,0.7142857142857143,1.0,0.8333333333333333
A0,D,1,test_all,21,6,0.75,1.0,0.8571428571428571
A0,D,1,test_all,22,6,0.75,1.0,0.8571428571428571
A0,D,1,test_all,23,6,1.0,1.0,1.0
A0,D,1,test_all,24,6,0.7142857142857143,0.8333333333333334,0.7692307692307692
A0,D,1,test_all,25,6,1.0,0.5,0.6666666666666666
A0,D,1,test_all,26,6,0.8571428571428571,1.0,0.923076923076923
A0,D,1,test_all,27,6,1.0,0.6666666666666666,0.8
A0,D,1,test_all,28,6,1.0,1.0,1.0
A0,D,1,test_all,29,6,0.8,0.6666666666666666,0.7272727272727272
A0,D,1,test_all,30,6,0.625,0.8333333333333334,0.7142857142857143
A0,D,1,test_normal,0,5,1.0,0.8,0.888888888888889
A0,D,1,test_normal,1,42,0.8723404255319149,0.9761904761904762,0.9213483146067415
A0,D,1,test_normal,2,21,1.0,1.0,1.0
A0,D,1,test_normal,3,21,0.9130434782608695,1.0,0.9545454545454545
A0,D,1,test_normal,4,5,1.0,0.6,0.7499999999999999
A0,D,1,test_normal,5,5,1.0,1.0,1.0
A0,D,1,test_normal,6,5,1.0,0.6,0.7499999999999999
A0,D,1,test_normal,7,42,0.9318181818181818,0.9761904761904762,0.9534883720930233
A0,D,1,test_normal,8,42,0.9545454545454546,1.0,0.9767441860465117
A0,D,1,test_normal,9,5,1.0,0.4,0.5714285714285715
A0,D,1,test_normal,10,21,1.0,1.0,1.0
A0,D,1,test_normal,11,5,0.7142857142857143,1.0,0.8333333333333333
A0,D,1,test_normal,12,5,1.0,0.8,0.888888888888889
A0,D,1,test_normal,13,42,0.975,0.9285714285714286,0.951219512195122
A0,D,1,test_normal,14,21,0.875,1.0,0.9333333333333333
A0,D,1,test_normal,15,5,1.0,1.0,1.0
A0,D,1,test_normal,16,21,1.0,0.38095238095238093,0.5517241379310345
A0,D,1,test_normal,17,5,0.8333333333333334,1.0,0.9090909090909091
A0,D,1,test_normal,18,21,0.9090909090909091,0.9523809523809523,0.9302325581395349
A0,D,1,test_normal,19,5,0.8333333333333334,1.0,0.9090909090909091
A0,D,1,test_normal,20,5,0.8333333333333334,1.0,0.9090909090909091
A0,D,1,test_normal,21,5,0.7142857142857143,1.0,0.8333333333333333
A0,D,1,test_normal,22,6,0.8571428571428571,1.0,0.923076923076923
A0,D,1,test_normal,23,5,1.0,1.0,1.0
A0,D,1,test_normal,24,5,0.8333333333333334,1.0,0.9090909090909091
A0,D,1,test_normal,25,5,1.0,0.6,0.7499999999999999
A0,D,1,test_normal,26,5,0.8333333333333334,1.0,0.9090909090909091
A0,D,1,test_normal,27,5,1.0,0.8,0.888888888888889
A0,D,1,test_normal,28,5,1.0,1.0,1.0
A0,D,1,test_normal,29,5,0.8,0.8,0.8000000000000002
